latitude,longitude
-35.7,-71.4167
-35.6883,139.3378
-35.6667,-71.75
-35.6667,-63.7333
-35.6167,-61.3667
-35.575,-58.0089
-35.55,-71.4833
-35.55,138.6167
-35.5333,-71.7
-35.5333,-58.2833
-35.5333,144.9667
-35.475,-69.5833
-35.45,-60.8833
-35.4269,-71.6656
-35.4167,-60.1667
-35.4167,-59.3167
-35.3533,149.2342
-35.3486,150.4678
-35.3333,-72.4167
-35.3333,143.55
-35.3047,148.2228
-35.2931,149.1269
-35.2667,-57.2167
-35.2244,173.9514
-35.1833,-59.0833
-35.1667,-58.2167
-35.1189,147.3689
-35.117,139.267
-35.1167,-60.5
-35.1144,-71.2825
-35.1125,173.2628
-35.0833,-72.0167
-35.0833,-57.5167
-35.0667,138.85
-35.0667,142.3167
-35.0333,-63.0167
-35.0333,-58.7333
-35.0228,117.8814
-35.0167,-59.2667
-35.0167,-58.4167
-35.0,-71.3833
-35.0,-61.0333
-34.9833,-71.2333
-34.9765,-71.8048
-34.9667,-67.7
-34.9667,-58.3667
-34.9667,-54.95
-34.9492,-58.0472
-34.9333,-71.3167
-34.9333,-58.95
-34.9275,138.6
-34.9211,-57.9544
-34.9167,-71.3167
-34.9167,-58.3833
-34.9,-60.0167
-34.9,-55.2833
-34.9,-54.95
-34.8942,-57.9647
-34.8836,-56.1819
-34.8833,-58.5667
-34.8833,-58.3833
-34.8808,150.6075
-34.8728,-57.8858
-34.8714,-56.0272
-34.8667,-71.1833
-34.8667,-57.9
-34.8644,-57.9103
-34.8533,-58.0792
-34.85,-61.5167
-34.85,-58.3833
-34.85,-58.05
-34.85,-58.0167
-34.8333,-64.3833
-34.8333,-58.5167
-34.8167,-58.4667
-34.8167,-58.3667
-34.8167,-58.2833
-34.8167,-56.0167
-34.8167,-55.95
-34.8,-58.3833
-34.8,-58.3333
-34.8,-54.9167
-34.7972,-55.9097
-34.7833,-58.3667
-34.7833,-55.8333
-34.7667,-58.8333
-34.7667,-58.6167
-34.7667,-58.4
-34.7667,-58.3833
-34.7667,-58.3167
-34.7667,-56.3806
-34.7617,-56.2233
-34.7547,149.6186
-34.7542,-56.0042
-34.7517,-58.2344
-34.75,-58.3833
-34.7333,-71.2833
-34.7333,-58.35
-34.7322,135.8586
-34.7167,-58.7833
-34.7167,-58.6167
-34.7167,-58.5333
-34.7167,-58.4833
-34.7167,-58.4
-34.7167,-58.2667
-34.7167,-58.25
-34.7167,-56.2167
-34.7167,-55.9583
-34.7089,-71.0431
-34.7083,-58.5181
-34.7058,-58.5047
-34.7,-58.5833
-34.7,-58.4
-34.7,-58.3167
-34.7,-58.2833
-34.6917,-58.3333
-34.6833,-58.6833
-34.6833,-58.55
-34.6833,-58.3667
-34.6833,-58.3333
-34.6708,150.8542
-34.6667,-71.2167
-34.6667,-58.7
-34.6667,-58.6667
-34.6667,-58.5297
-34.6667,-58.4167
-34.6653,-58.7275
-34.665,-56.2194
-34.6625,-58.3678
-34.6595,-58.5833
-34.65,-59.4333
-34.65,-58.6167
-34.65,-58.6
-34.65,-58.5667
-34.65,-54.1667
-34.6417,-58.3478
-34.6394,-58.8283
-34.6372,-71.3631
-34.6333,-60.4667
-34.6333,-58.5667
-34.6333,-58.5333
-34.6333,-56.6192
-34.63,117.6669
-34.6167,-58.95
-34.6167,-58.5833
-34.6106,-58.5625
-34.6042,-71.3583
-34.6033,-58.3817
-34.6,-68.3333
-34.6,-58.6333
-34.6,-58.55
-34.5981,138.745
-34.5833,-70.9833
-34.5833,-60.95
-34.5828,19.3522
-34.5667,-59.1
-34.5667,-58.5333
-34.5667,146.4
-34.55,150.3833
-34.5333,-58.7167
-34.5333,-58.7
-34.5333,-58.6667
-34.5333,-58.5167
-34.5333,-58.475
-34.5333,20.0417
-34.5167,-58.7667
-34.5167,-58.5333
-34.5167,-58.5
-34.5167,-56.2833
-34.5,-58.7
-34.5,-58.6167
-34.4875,-71.4917
-34.4833,-58.7167
-34.4833,-58.5
-34.4833,-58.4833
-34.4833,-54.35
-34.4792,150.4181
-34.475,-58.7556
-34.4719,-58.655
-34.4714,-57.8442
-34.4667,-58.7667
-34.4667,-58.5167
-34.4525,-56.3964
-34.45,-58.9167
-34.45,-58.65
-34.45,-58.5667
-34.45,-58.5333
-34.4464,-70.9458
-34.4394,-71.0761
-34.4333,-59.4333
-34.4331,150.8831
-34.4311,-57.4483
-34.4167,-70.8667
-34.4167,-58.75
-34.4167,19.25
-34.3961,-71.1694
-34.3919,-72.0139
-34.3858,-59.8294
-34.3667,-58.8333
-34.3667,-58.75
-34.3667,-55.2333
-34.3667,136.1
-34.3586,-71.2831
-34.3547,-70.9636
-34.35,-55.7667
-34.3333,-58.8167
-34.3333,-56.7167
-34.3139,-57.3525
-34.3,-71.1
-34.3,148.3
-34.2917,-71.3097
-34.29,146.04
-34.2833,-59.1
-34.2833,-57.2
-34.2833,140.6
-34.2786,-70.8117
-34.2667,-62.7
-34.25,-59.4667
-34.2411,116.1464
-34.233,-70.883
-34.23,19.4283
-34.2289,-70.8799
-34.2261,-70.965
-34.2,-54.75
-34.1989,-53.8575
-34.19,-70.89
-34.1889,142.1583
-34.1833,22.1333
-34.1825,-70.6514
-34.1667,-70.75
-34.1667,-59.7833
-34.1667,-58.9167
-34.15,19.0167
-34.1167,-63.4
-34.1,-56.2167
-34.0969,21.2622
-34.0833,-59.0333
-34.0667,-60.1167
-34.0667,150.8167
-34.0647,-70.7264
-34.0506,18.6181
-34.05,23.3667
-34.0425,22.2314
-34.0403,18.6778
-34.0356,23.0489
-34.0347,-70.6686
-34.0333,24.7667
-34.0333,24.9167
-34.0231,20.44
-34.0,-61.6
-34.0,-58.2833
-33.9914,25.6569
-33.9908,19.2894
-33.9799,-70.7122
-33.9667,22.45
-33.9581,25.6
-33.9414,18.7066
-33.9367,18.8614
-33.9275,20.1006
-33.9253,18.4239
-33.9167,137.6167
-33.9,18.6
-33.8944,-71.4558
-33.8833,-61.1
-33.8833,-60.5667
-33.8833,-58.4167
-33.8833,25.5
-33.868,151.0709
-33.8678,151.21
-33.8667,-65.1667
-33.8611,121.8919
-33.8347,20.0547
-33.8339,148.6861
-33.8333,138.6
-33.8314,24.8808
-33.8167,-70.75
-33.8015,25.4768
-33.8,-59.5167
-33.8,19.8833
-33.7833,20.1167
-33.7667,25.4
-33.7511,150.6942
-33.75,-70.9
-33.75,-61.9667
-33.7361,150.8778
-33.7333,-70.7333
-33.7242,18.9558
-33.71,150.31
-33.7,-58.6833
-33.6964,-53.46
-33.6908,117.5553
-33.6833,-71.0167
-33.6833,136.9167
-33.6792,-59.6669
-33.6739,-54.2075
-33.6667,-70.8667
-33.6667,-65.4667
-33.6533,26.4083
-33.6478,115.3458
-33.645,19.4436
-33.64,-70.3531
-33.6358,-71.6281
-33.6333,-70.55
-33.6333,18.9833
-33.6302,-70.7616
-33.6253,-71.2711
-33.6167,-70.9167
-33.6167,-70.5667
-33.6,150.75
-33.5933,-71.6217
-33.5917,26.8875
-33.5833,-70.7
-33.5833,-70.6333
-33.5833,22.2
-33.5817,120.0469
-33.5667,-70.8333
-33.5667,-70.675
-33.5667,-69.0167
-33.5667,22.4333
-33.5425,-71.5958
-33.5333,-70.6417
-33.5333,-70.625
-33.5333,-70.5833
-33.5333,-61.1167
-33.5333,-58.2167
-33.5333,-56.8833
-33.5189,-53.3681
-33.5167,-71.1167
-33.5167,-70.7667
-33.5167,-70.6917
-33.5,-70.7167
-33.4833,-70.55
-33.4833,19.6833
-33.4833,150.15
-33.4792,-70.6413
-33.4667,-67.55
-33.4667,-55.15
-33.4586,-71.6619
-33.45,-70.55
-33.45,-61.4833
-33.45,18.7333
-33.4372,-70.6506
-33.4333,-63.3
-33.42,149.5778
-33.4189,149.6058
-33.4117,-70.55
-33.4003,25.4425
-33.4,-71.15
-33.4,-70.7167
-33.3913,-71.6929
-33.3911,-71.6928
-33.3833,-70.675
-33.3833,18.3833
-33.3833,148.0167
-33.3667,-70.7333
-33.3667,-56.5167
-33.3667,19.3167
-33.35,-70.5167
-33.3333,-60.2167
-33.3272,115.6369
-33.3167,-71.4167
-33.3167,-60.2
-33.3167,117.35
-33.3,-66.3333
-33.3,151.2
-33.2996,26.52
-33.285,19.1378
-33.2833,-70.9
-33.2833,-70.6333
-33.2833,-62.2
-33.2833,149.1
-33.28,115.726
-33.25,-68.15
-33.25,-58.0333
-33.2333,-60.3333
-33.2333,-54.3833
-33.2308,-70.8089
-33.2017,-70.6703
-33.1858,138.0169
-33.1833,-68.4667
-33.1667,-60.5
-33.15,-59.3333
-33.15,18.6667
-33.1396,136.4191
-33.1333,-64.35
-33.1333,-58.3
-33.1333,148.1667
-33.1156,-71.5678
-33.0817,-70.9278
-33.0806,-68.4706
-33.05,-71.45
-33.05,-61.1667
-33.0461,-71.6197
-33.0422,-71.3733
-33.0333,137.5667
-33.0256,-60.6336
-33.0244,-71.5517
-33.0175,27.9047
-33.0167,-71.2667
-33.0167,-58.5167
-33.0,-60.7667
-32.998,-68.873
-32.9978,17.9456
-32.9953,-71.1856
-32.9667,-68.75
-32.9667,138.8333
-32.9575,-60.6394
-32.95,-53.9333
-32.943,28.008
-32.936,117.178
-32.9167,-71.5167
-32.9167,-68.8333
-32.9167,-60.8167
-32.9167,151.75
-32.9164,144.2994
-32.9064,17.9958
-32.9011,-60.9072
-32.9,18.7667
-32.8833,-68.8167
-32.8831,-70.6486
-32.8828,-70.6483
-32.8667,-71.25
-32.85,-68.8167
-32.85,-61.15
-32.85,-60.7
-32.8494,27.4381
-32.8403,-70.9483
-32.8342,151.3555
-32.8333,-70.6167
-32.8281,-71.1761
-32.8167,-61.4
-32.8167,-60.7167
-32.8112,-56.5086
-32.7994,-63.8683
-32.7992,-70.5803
-32.799,134.2048
-32.7986,-71.1439
-32.7892,26.835
-32.7867,-71.1972
-32.7833,-71.5333
-32.7833,-61.6
-32.7833,-60.7333
-32.7833,18.1667
-32.7789,26.6353
-32.7615,151.7441
-32.7583,18.0278
-32.7564,-63.7889
-32.75,-70.7239
-32.75,-60.7333
-32.7469,-70.6597
-32.735,-71.2025
-32.7167,-60.7333
-32.7167,25.5833
-32.7167,151.55
-32.7153,151.525
-32.7078,26.2956
-32.7,-62.1
-32.7,-57.6333
-32.6856,-58.8867
-32.6833,-61.5333
-32.6617,-62.2967
-32.6583,-70.6
-32.6333,-62.6833
-32.6278,-70.7167
-32.6167,-60.1667
-32.6125,149.5872
-32.5972,-53.3833
-32.5667,-69.3167
-32.5667,27.4167
-32.5667,151.1697
-32.5658,-53.3758
-32.5289,115.7231
-32.4925,137.7658
-32.4833,-61.5833
-32.4833,-58.2333
-32.45,-71.2167
-32.4331,-63.2475
-32.4275,-71.0664
-32.4167,-63.7333
-32.4103,-63.2314
-32.4,-59.8
-32.3667,-58.8833
-32.3667,-54.1833
-32.35,22.5833
-32.3214,-58.0756
-32.3,-59.1333
-32.2667,-58.0667
-32.2656,150.8886
-32.2569,148.6011
-32.2522,24.5406
-32.2514,-70.9314
-32.2394,115.7702
-32.2378,-53.0869
-32.2167,-58.1333
-32.2,-58.2167
-32.1961,121.7781
-32.1879,-64.4803
-32.1833,-64.4167
-32.1833,-64.1
-32.1833,-61.7167
-32.1806,152.5117
-32.1667,-58.4
-32.165,25.6175
-32.1167,133.6667
-32.0833,150.85
-32.0667,-64.5333
-32.0667,-60.65
-32.035,-52.0986
-32.0333,-63.5667
-32.0333,-61.2167
-32.0333,-60.3167
-32.015,-52.0419
-32.0025,27.5806
-31.9667,-60.9167
-31.9559,115.8606
-31.95,141.4667
-31.9333,-65.2
-31.9167,-71.5167
-31.9167,-63.6667
-31.9,26.8833
-31.9,152.45
-31.8961,-61.8597
-31.8667,-60.0167
-31.85,-59.0167
-31.7938,27.7579
-31.7719,-52.3425
-31.7667,-70.9667
-31.7628,-52.4839
-31.7333,-61.1
-31.7333,-55.9833
-31.7331,-60.5297
-31.6833,-63.9
-31.6667,-64.4333
-31.6667,-60.7667
-31.6644,18.5061
-31.6531,116.6661
-31.6501,-63.9116
-31.65,-68.5833
-31.65,-68.2833
-31.6333,-71.1667
-31.6333,-60.7
-31.6288,29.5369
-31.6167,-58.5
-31.6167,18.7333
-31.6,-53.7333
-31.5833,-68.5333
-31.5833,-63.5333
-31.58,28.79
-31.5778,-53.3725
-31.5569,143.3792
-31.55,115.634
-31.5342,-68.5261
-31.5303,-68.5947
-31.5,-68.5319
-31.4939,25.0172
-31.482,118.279
-31.466,27.333
-31.4478,-53.1039
-31.4397,-68.5206
-31.4356,-62.0714
-31.4333,152.9
-31.4278,-62.0619
-31.4167,-64.1833
-31.4167,-63.05
-31.4167,-60.9333
-31.4,-64.5167
-31.4,-58.0333
-31.4,-52.6833
-31.3989,-71.4561
-31.3961,26.3631
-31.3833,-57.95
-31.3697,-64.0531
-31.3653,-51.9783
-31.35,-66.6
-31.3439,-64.3353
-31.3431,-63.9444
-31.34,115.91
-31.3308,-54.1069
-31.3039,-60.6589
-31.2667,-61.4833
-31.2611,-64.4639
-31.2436,-64.4653
-31.2333,-64.3167
-31.2306,119.3278
-31.1833,-71.0
-31.1833,-55.7667
-31.15,-63.3833
-31.1496,136.8
-31.1,-50.95
-31.0833,-64.5
-31.0833,150.9167
-31.0833,152.8333
-30.9833,-64.1
-30.9833,-57.9167
-30.9681,27.5933
-30.967,-54.667
-30.9667,22.1333
-30.9667,150.25
-30.95,-59.8
-30.95,-58.8
-30.9333,-61.5667
-30.917,135.3147
-30.9025,-55.5506
-30.9,-71.2667
-30.8775,-55.5331
-30.8669,-62.0336
-30.85,-64.5167
-30.85,-51.8167
-30.85,30.3667
-30.8333,-70.7
-30.7833,-60.5833
-30.7667,-57.9833
-30.75,-59.65
-30.75,30.45
-30.7489,121.4658
-30.7333,-64.8
-30.7167,-57.3333
-30.7167,25.1
-30.7,-62.0
-30.7,-52.1167
-30.7,26.7
-30.692,28.503
-30.6728,-51.3958
-30.65,24.0167
-30.6,-71.2
-30.59,-51.7389
-30.5833,-59.95
-30.5833,29.8833
-30.5539,29.4269
-30.5333,-52.5167
-30.5122,-53.4908
-30.5,151.65
-30.4667,-56.4667
-30.4667,25.9667
-30.4485,137.1651
-30.4333,-64.35
-30.4001,27.7002
-30.3875,-56.4514
-30.3833,-58.75
-30.3667,-66.3167
-30.3422,28.8061
-30.3358,-54.32
-30.3167,-61.2333
-30.3167,30.6667
-30.3167,149.7667
-30.3022,153.1189
-30.3,-51.3
-30.2833,30.75
-30.2667,-50.5167
-30.25,-57.65
-30.25,-57.5833
-30.25,-54.9167
-30.2333,-68.75
-30.2303,-71.0858
-30.2164,-69.1394
-30.1833,-52.3667
-30.1667,-53.5667
-30.1608,-50.2339
-30.1572,30.0647
-30.15,27.4667
-30.12,-51.9619
-30.1183,-51.3214
-30.1167,28.6833
-30.1028,28.1864
-30.1,145.9333
-30.0942,27.4189
-30.0833,30.8667
-30.0808,-51.0228
-30.0769,-51.7289
-30.0667,-58.7667
-30.05,30.8833
-30.0392,-52.8939
-30.0333,-70.7167
-30.0331,-51.23
-29.9897,-52.3781
-29.9897,-51.0833
-29.9836,27.2792
-29.9667,-51.6333
-29.9667,-50.1333
-29.9589,-51.7219
-29.9531,-71.3433
-29.9508,-51.0939
-29.9428,-51.7178
-29.9333,-50.9833
-29.92,-51.18
-29.9,-71.25
-29.8992,27.6628
-29.8942,-50.2652
-29.8833,-54.8167
-29.8833,31.05
-29.8667,-61.95
-29.8667,30.9333
-29.8608,-51.1789
-29.8333,-50.5333
-29.831,30.925
-29.8167,-53.3833
-29.8167,27.25
-29.8167,30.85
-29.8,-51.8597
-29.8,30.8833
-29.7972,30.7944
-29.7838,-55.791
-29.7833,-58.0833
-29.7833,30.8333
-29.78,30.7628
-29.7667,-50.0167
-29.7667,151.1167
-29.7625,27.6139
-29.76,-51.1469
-29.755,-57.0878
-29.7347,25.9369
-29.7333,27.0333
-29.7333,31.0708
-29.7178,-52.4258
-29.7167,-57.0833
-29.7,-51.3333
-29.6975,28.6947
-29.6928,-51.235
-29.6889,-51.4608
-29.6833,-53.8
-29.6833,152.9333
-29.6789,-51.0528
-29.6778,-51.1308
-29.6689,-52.7889
-29.6683,22.7439
-29.6667,-50.5667
-29.6667,17.8833
-29.6506,-50.7806
-29.65,-51.1833
-29.6481,27.7336
-29.6453,-53.24
-29.6333,-51.0
-29.6289,-50.835
-29.6258,24.0856
-29.6167,-54.1667
-29.6167,-51.9333
-29.6167,30.3833
-29.616,-50.928
-29.6,-52.1833
-29.6,-51.1667
-29.5869,-51.3758
-29.5833,-50.0667
-29.58,-51.085
-29.5739,-50.79
-29.567,30.182
-29.5503,-55.1311
-29.5389,-52.5219
-29.5333,28.6
-29.5333,31.2167
-29.5333,115.7617
-29.5167,-63.7
-29.5153,-50.7794
-29.5128,-51.985
-29.5047,27.8692
-29.5019,-51.9658
-29.5,-59.7667
-29.4969,-54.69
-29.4833,-51.35
-29.4669,-51.9608
-29.4667,-60.2167
-29.4667,30.2333
-29.4658,149.8339
-29.4642,27.4969
-29.4508,-51.3058
-29.45,-49.9333
-29.4444,-50.5806
-29.4333,-51.8
-29.4333,153.35
-29.4125,-66.8542
-29.4081,25.0022
-29.4008,-51.945
-29.4,-50.8667
-29.388,31.245
-29.3828,27.7892
-29.367,-51.1
-29.3625,27.6319
-29.3617,-50.8156
-29.3333,31.2917
-29.3328,-53.0928
-29.3267,-49.7675
-29.31,27.48
-29.3,-68.2
-29.3,-51.5
-29.2889,-51.5642
-29.2885,29.0656
-29.2833,-51.8667
-29.275,114.9194
-29.2667,-65.0667
-29.2525,27.7433
-29.2358,-51.87
-29.2333,-61.7667
-29.2333,-59.9333
-29.2333,-51.35
-29.2269,-53.6817
-29.2167,-49.8
-29.2111,116.0089
-29.2,-58.0833
-29.2,26.8333
-29.2,29.9833
-29.1917,-54.8672
-29.1708,-51.5189
-29.1667,-67.5
-29.1667,-51.1833
-29.1511,27.7425
-29.1361,-49.7
-29.1333,-59.25
-29.1286,19.3947
-29.1175,-59.6583
-29.1167,-56.55
-29.1167,26.2167
-29.1097,27.9739
-29.1039,-49.6289
-29.1,-52.5833
-29.089,31.432
-29.0806,-53.8358
-29.0667,30.5833
-29.0606,167.9619
-29.05,23.7667
-29.0306,-51.1833
-29.0161,27.9981
-29.0097,28.2575
-29.0,-49.7667
-29.0,29.8833
-28.9833,-59.1
-28.9833,-52.35
-28.9708,-51.0678
-28.9667,27.7667
-28.95,-51.55
-28.935,-49.4858
-28.9258,-49.6789
-28.895,27.907
-28.8883,31.4483
-28.8845,121.3308
-28.8833,-52.1667
-28.8734,28.0416
-28.8667,-66.2333
-28.8667,153.05
-28.8636,153.5328
-28.8578,-51.2828
-28.8344,-49.2361
-28.8258,-52.5084
-28.8167,153.2833
-28.8167,153.3167
-28.8,20.65
-28.7833,-51.6
-28.7833,28.2333
-28.7744,114.6089
-28.7694,32.0594
-28.7642,-49.4722
-28.75,31.9
-28.7383,24.7639
-28.7333,-52.85
-28.7239,-51.705
-28.7133,-49.3
-28.7119,-51.935
-28.7014,26.4589
-28.7,20.9667
-28.6775,-49.3697
-28.6678,-50.4169
-28.6602,-56.0038
-28.65,-49.2
-28.6431,153.615
-28.6386,-53.6064
-28.6378,-49.1292
-28.6369,-49.4978
-28.6333,-65.1333
-28.6333,-53.1
-28.6278,122.4031
-28.6227,28.2109
-28.615,-49.0256
-28.6083,16.5033
-28.5833,-49.4333
-28.5708,-70.7581
-28.5667,-58.7167
-28.5667,-51.9833
-28.5597,29.7806
-28.5517,16.4264
-28.55,-56.05
-28.55,25.2333
-28.5461,150.3097
-28.5381,24.5186
-28.5333,28.8167
-28.5178,-49.3208
-28.5122,-50.9339
-28.4833,-59.35
-28.4825,-48.7808
-28.4667,-65.7833
-28.4667,-62.8333
-28.4667,-59.05
-28.4667,-49.0069
-28.4664,-71.2192
-28.466,30.157
-28.4589,-52.8208
-28.45,21.25
-28.4489,-52.2
-28.4167,24.3
-28.4078,-54.9608
-28.3878,-53.915
-28.3833,-48.8833
-28.36,-54.2678
-28.35,-49.3
-28.35,-48.8167
-28.3333,-49.0333
-28.3279,23.0706
-28.3258,-49.1767
-28.3167,31.4167
-28.3,-64.2
-28.2939,-49.9319
-28.2928,-53.5019
-28.2869,26.1506
-28.2839,-52.7858
-28.2833,-54.25
-28.2833,29.1333
-28.275,-49.1658
-28.2619,-49.0178
-28.25,-58.6167
-28.25,-54.0119
-28.25,-52.4
-28.2333,-48.6667
-28.232,30.566
-28.224,28.311
